route,file,type,words,inbound_pages,internal_links,external_links,title,description,h1_count,canonical,schema_types,has_author,has_visible_date,has_date_modified,has_sources,quality_score,failed_checks,duplicate_title,duplicate_description
/sosyal-fobi,sosyal-fobi.html,clinical-guide,796,3,11,3,Sosyal Fobi Nedir? Belirtiler ve Kaçınma Döngüsü,"Sosyal fobi (sosyal anksiyete bozukluğu) nedir? Sosyal kaygı ile fobi arasındaki fark, tanı kriterleri ve destek süreci. Psikolog Ata Pamukçu.",1,https://www.atapamukcu.com/sosyal-fobi,Article;BreadcrumbList;ListItem;Thing,1,0,0,0,75,visible_date;date_modified;sources,0,0
/sosyal-kaygi-belirtileri,sosyal-kaygi-belirtileri.html,clinical-guide,681,4,14,6,Sosyal Kaygı Belirtileri Nelerdir? | Psikolog Ata Pamukçu,"Sosyal kaygı belirtileri nelerdir, hangi bedensel ve zihinsel işaretlerle anlaşılır? Kaçınma, fiziksel belirtiler ve sosyal kaygının günlük hayattaki yansımaları.",1,https://www.atapamukcu.com/sosyal-kaygi-belirtileri,Article;BreadcrumbList;ListItem;Thing,1,1,1,1,92,depth,0,0
/sosyal-kaygi-neden-olur,sosyal-kaygi-neden-olur.html,clinical-guide,549,2,11,3,Sosyal Kaygı Neden Olur? | Psikolog Ata Pamukçu,"Sosyal kaygının nedenleri nelerdir? Biyolojik, psikolojik ve çevresel faktörler sosyal kaygıyı nasıl tetikler? Gelişimde rol oynayan tüm etkenler.",1,https://www.atapamukcu.com/sosyal-kaygi-neden-olur,Article;BreadcrumbList;ListItem;Thing,1,0,0,0,67,visible_date;date_modified;sources;depth,0,0
/sosyal-kaygi,sosyal-kaygi.html,clinical-guide,1148,9,12,5,Sosyal Kaygı Nedir? Belirtiler ve Kaçınma Döngüsü,"Sosyal kaygı belirtileri, güvenlik davranışları, kaçınma döngüsü ve psikolojik destek süreci. Sosyal fobi ile ilişkisi sade biçimde anlatılır.",1,https://www.atapamukcu.com/sosyal-kaygi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
/surec-temelli-terapi,surec-temelli-terapi.html,clinical-guide,377,2,11,2,Süreç Temelli Terapi Nedir? | Psikolog Ata Pamukçu,"Süreç temelli terapi nedir? Tanı etiketinden çok kişiye özgü duygu, düşünce, davranış, dikkat ve motivasyon süreçlerini açıklar.",1,https://www.atapamukcu.com/surec-temelli-terapi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,0,0,0,67,visible_date;date_modified;sources;depth,0,0
/surec,surec.html,clinical-guide,219,4,11,1,Görüşme Süreci | İlk Değerlendirme ve Online Destek,"Psikolojik destek sürecinde ilk değerlendirme, davranış haritası, online görüşme ve seanslar arası çalışmanın nasıl ilerlediği.",1,https://www.atapamukcu.com/surec,Person;WebPage,0,0,1,1,75,author;visible_date;depth,0,0
/surekli-endise,surekli-endise.html,clinical-guide,913,4,12,4,Sürekli Endişe Nasıl Azalır? Döngü ve İlk Adımlar | Ata Pamukçu,"Sürekli endişe nasıl azalır? Güvence arama ve kontrol döngüsünü, problem çözmeden farkını, güvenli ilk adımları ve yardım eşiğini öğrenin.",1,https://www.atapamukcu.com/surekli-endise,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
/takinti-hastaligi,takinti-hastaligi.html,clinical-guide,436,3,11,2,Takıntı Hastalığı (Obsesyon) Nedir? | Psikolog Ata Pamukçu,"Takıntı hastalığı nedir, obsesyonlar neden ortaya çıkar? Zorlayıcı düşünceler ve takıntılarla çalışma yaklaşımı.",1,https://www.atapamukcu.com/takinti-hastaligi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,0,0,0,67,visible_date;date_modified;sources;depth,0,0
/terapi-surecinde-dongu-analizi,terapi-surecinde-dongu-analizi.html,clinical-guide,347,2,11,2,Terapi Sürecinde Döngü Analizi | Psikolog Ata Pamukçu,"Terapi sürecinde döngü analizi nedir? Sorunu başlatan olaydan çok bugün sürdüren davranış, düşünce ve sonuç halkalarını açıklar.",1,https://www.atapamukcu.com/terapi-surecinde-dongu-analizi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,0,0,0,67,visible_date;date_modified;sources;depth,0,0
/travma-belirtileri,travma-belirtileri.html,clinical-guide,666,2,9,4,Travma Belirtileri Nelerdir? | Psikolog Ata Pamukçu,"Travma belirtileri nelerdir, travmatik olay sonrası görülen duygusal, bedensel ve davranışsal tepkiler.",1,https://www.atapamukcu.com/travma-belirtileri,Article;BreadcrumbList;ListItem;Thing,1,1,1,1,92,depth,0,0
/travma-kacinma,travma-kacinma.html,clinical-guide,687,2,9,4,Travmada Kaçınma Döngüsü | Psikolog Ata Pamukçu,"Travmada kaçınma döngüsü nedir, tetikleyicilerden kaçınmak sorunu nasıl büyütür? Güvenli, kademeli üstüne gitme yaklaşımı.",1,https://www.atapamukcu.com/travma-kacinma,Article;BreadcrumbList;ListItem;Thing,1,1,1,1,92,depth,0,0
/travma,travma.html,clinical-guide,1052,5,11,6,Travma Sonrası Tepkiler ve Destek Süreci | Ata Pamukçu,"Travma sonrası tetiklenme, kaçınma, bedensel alarm ve güvenli psikolojik destek süreci. Hız, sınır ve kademeli çalışma neden önemlidir?",1,https://www.atapamukcu.com/travma,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/tssb,tssb.html,clinical-guide,1004,3,11,6,TSSB Nedir? Belirtileri ve Tedavisi | Ata Pamukçu,"TSSB nedir? Travma sonrası stres belirtilerini, kaçınma döngüsünü, tanı sınırını, etkili tedavileri ve ne zaman destek alınacağını güvenle öğrenin.",1,https://www.atapamukcu.com/tssb,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
/tukenmislik,tukenmislik.html,clinical-guide,729,2,12,4,"Tükenmişlik Belirtileri, İş Stresi ve Psikolojik Destek","Tükenmişlik nedir, nasıl anlaşılır, depresyondan nasıl ayrılır? İş yükü, ertelenen dinlenme döngüsü ve psikolojik destek süreci hakkında rehber.",1,https://www.atapamukcu.com/tukenmislik,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/ucak-korkusu,ucak-korkusu.html,clinical-guide,613,2,11,2,Uçak Korkusu Nedir? Nasıl Yenilir? | Psikolog Ata Pamukçu,"Uçak korkusu nasıl yenilir? Uçağa binme korkusu, türbülans kaygısı, kontrol kaybı endişesi ve psikolojik destek yaklaşımı.",1,https://www.atapamukcu.com/ucak-korkusu,Article;BreadcrumbList;ListItem;Thing,1,0,0,0,67,visible_date;date_modified;sources;depth,0,0
/uygulamalar/kacinma-haritasi,uygulamalar/kacinma-haritasi.html,guided-practice,413,12,11,3,Kaçınma Haritası: Kısa ve Uzun Vadeli İşlev Uygulaması,"Kaçınma davranışının o anda ne sağladığını, uzun vadede neye mal olduğunu ve küçük bir esneme adımını güvenli biçimde haritalayın.",1,https://www.atapamukcu.com/uygulamalar/kacinma-haritasi,BreadcrumbList;ListItem;Organization;Person;SoftwareApplication,1,1,1,1,100,,0,0
/uyku-sorunlari,uyku-sorunlari.html,clinical-guide,508,3,11,2,Uyku Sorunları ve Psikolojik Destek | Psikolog Ata Pamukçu,"Uyku sorunları neden olur, uykusuzluk kaygıyla nasıl ilişkilidir? Uyku hijyeni, kaygı-uyku döngüsü ve psikolojik destek.",1,https://www.atapamukcu.com/uyku-sorunlari,Article;BreadcrumbList;ListItem;Thing,1,0,0,0,67,visible_date;date_modified;sources;depth,0,0
/yasantisal-kacinma,yasantisal-kacinma.html,clinical-guide,855,8,12,5,Yaşantısal Kaçınma Nedir? Örnekleri ve Kaçınma Döngüsü,"Yaşantısal kaçınma nedir? Günlük örnekleri, kısa vadeli rahatlama döngüsünü ve kaçınmayı fark etmek için 4 adımlık güvenli kontrolü öğrenin.",1,https://www.atapamukcu.com/yasantisal-kacinma,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
/yaygin-anksiyete-bozuklugu,yaygin-anksiyete-bozuklugu.html,clinical-guide,904,4,14,4,Yaygın Anksiyete Bozukluğu (YAB) Nedir? | Ata Pamukçu,"Yaygın anksiyete bozukluğu nedir? Sürekli endişe belirtilerini, güvence arama döngüsünü, ayrımları ve ne zaman destek alınacağını öğrenin.",1,https://www.atapamukcu.com/yaygin-anksiyete-bozuklugu,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
/yukseklik-korkusu,yukseklik-korkusu.html,clinical-guide,833,5,13,6,Yükseklik Korkusu Nasıl Yenilir? Akrofobi Rehberi,"Yükseklik korkusu neden olur, nasıl sürer ve nasıl çalışılır? Akrofobi belirtileri, kaçınma döngüsü ve güvenli, kademeli maruz bırakma rehberi.",1,https://www.atapamukcu.com/yukseklik-korkusu,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
